classes	BT549 || Claudin	HBL100 || Claudin	HS578T || Claudin	MDAMB157 || Claudin	MDAMB231 || Claudin	MDAMB435 || Claudin	MDAMB436 || Claudin	SUM159PT || Claudin	SUM1315 || Claudin	600MPE || Others	AU565 || Others	BT20 || Others	BT474 || Others	BT483 || Others	CAMA1 || Others	DU4475 || Others	HCC38 || Others	HCC70 || Others	HCC202 || Others	HCC1007 || Others	HCC1008 || Others	HCC1143 || Others	HCC1187 || Others	HCC1428 || Others	HCC1500 || Others	HCC1569 || Others	HCC1599 || Others	HCC1937 || Others	HCC1954 || Others	HCC2157 || Others	HCC2185 || Others	HCC3153 || Others	LY2 || Others	MCF7 || Others	MDAMB134 || Others	MDAMB175 || Others	MDAMB361 || Others	MDAMB415 || Others	MDAMB453 || Others	MDAMB468 || Others	SKBR3 || Others	SUM44PE || Others	SUM52PE || Others	SUM149PT || Others	SUM185PE || Others	SUM190PT || Others	SUM225CWN || Others	T47D || Others	UACC812 || Others	ZR751 || Others	ZR7530 || Others	ZR75B || Others
Group	Claudin	Claudin	Claudin	Claudin	Claudin	Claudin	Claudin	Claudin	Claudin	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others
10744	0.386	0.564	0.725	0.182	0.031	0.475	-0.046	0.32	0.766	0.108	-0.149	-0.248	-0.546	-0.394	-0.124	-0.015	-0.022	-0.357	0.411	-0.399	0.216	-0.172	-0.139	-0.317	-0.312	0.141	-0.009	0.021	0.158	0.027	-0.358	-0.101	0.128	-0.08	-0.152	-0.243	-0.305	-0.069	-0.209	0.295	0.227	-0.312	-0.175	-0.452	-0.057	-0.316	-0.367	0.544	-0.277	0.152	0.202	-0.2
7009	-2.038	-0.278	-0.598	-0.133	-0.479	-0.656	-1.144	-0.988	-1.822	1.481	-0.408	-0.356	0.936	0.949	0.833	-0.283	-0.27	0.548	0.225	2.072	-0.759	-0.953	-1.463	1.231	-0.727	-0.594	-0.464	-0.115	0.23	-0.244	-0.77	-0.58	0.479	1.54	0.549	0.776	1.713	0.555	-0.084	-1.564	0.042	1.983	1.032	-0.92	1.775	1.113	0.954	1.252	0.703	0.199	0.565	-0.048
10899	-0.762	-2.3	-2.591	-0.974	-0.702	-1.503	-0.373	-0.42	-1.109	0.707	0.65	-0.097	-0.205	0.602	1.637	0.22	-1.412	-0.038	0.507	-0.043	-0.122	-0.06	-0.257	-0.046	-0.879	-1.456	0.008	-0.527	-0.415	0.04	-0.43	0.013	0.76	-0.35	-0.394	1.02	-0.777	-0.56	0.905	0.264	0.686	0.002	1.166	-1.019	0.126	-0.133	-0.495	-0.193	0.094	1.335	0.469	0.827
2014	8.579	7.808	8.98	7.104	8.183	7.305	6.444	8.093	8.139	-0.391	-1.081	-0.346	-0.547	-0.63	-0.255	0.008	7.015	1.717	0.399	-0.633	-0.265	2.31	-0.069	0.395	2.489	-0.356	-0.696	-0.172	-0.8	-0.711	0.316	0.352	-0.363	0.037	-0.064	-0.624	-0.198	-0.043	-0.356	-0.626	-0.04	-0.625	-0.422	6.666	1.402	4.682	-0.56	-0.108	-0.836	-0.917	0.528	-0.188
64762	-0.948	-1.277	-0.968	-1.344	-1.728	-0.362	-0.886	-1.755	-1.263	0.691	3.895	0.283	1.31	1.006	-0.378	-1.039	-0.923	2.388	-0.079	0.673	0.386	-0.282	-0.038	-0.906	-0.637	-1.322	0.884	-0.787	-0.098	0.074	-0.451	-0.636	0.622	0.596	0.591	-0.308	0.802	-0.781	0.915	0.168	0.847	-0.274	0.524	-0.53	0.232	0	2.405	-1.138	1.822	0.15	0.363	-0.334
10969	1.96	-0.628	2.346	0.045	1.553	0.969	0.679	2.825	1.516	-1.89	-0.182	0.84	-3.787	-0.984	-1.385	-2.574	-0.04	0.107	-0.779	0.003	-0.335	-1.805	0.039	-0.243	1.698	0.712	0.478	0.104	1.257	0.43	-0.847	-1.202	0.191	-1.912	0.265	-1.934	-1.117	-1.096	-0.444	1.587	0.314	-2.706	1.17	0.689	-1.677	-0.075	-0.223	-1.069	-1.333	-3.329	-1.408	-0.741
5216	1.929	0.09	1.057	1.123	1.197	1.294	0.806	-0.095	0.361	0.715	0.088	1.147	0.03	-0.956	-1.142	-0.551	-1.356	0.669	1.309	-1.596	-1.044	-0.332	-0.662	-0.47	1.395	0.181	-0.906	0.273	0.164	-0.211	-0.453	1.267	-1.802	1.173	-1.663	-0.673	-0.549	-0.094	-1.093	-0.069	-1.349	-1.338	-1	2.107	-0.892	0.685	-0.821	-0.449	-0.254	-2.355	-1.792	-0.06
3035	0.677	0.87	1.408	2.112	1.815	0.649	0.673	1.299	0.702	-0.87	1.211	0.066	-1.406	-1.226	0.839	-0.966	-0.347	-1.359	-0.895	-1.753	-1.806	-1.771	-1.353	-1.25	0.595	0.369	-1.613	-0.186	0.18	-0.194	-2.243	-0.167	1.026	0.33	0.466	-0.65	-1.058	-0.454	0.309	0.316	1.42	-0.736	-0.288	0.473	-0.36	-0.058	-0.346	1.635	-0.944	-1.141	-0.634	0.322
55040	-1.681	-1.154	-1.387	-1.475	-1.596	-1.952	-2.012	-2.205	-0.766	1.194	0.807	-0.216	2.666	1.535	0.225	-1.044	-1.01	-0.068	2.1	0.387	0.103	-0.073	-1.006	1.533	-0.518	0.164	0.847	-0.901	-0.139	-0.866	0.499	-1.107	1.154	0.08	0.035	1.304	4.152	-0.19	0.628	-1.049	-0.91	-0.432	1.535	-0.966	0.728	-0.137	-1.12	2.519	0.755	1.885	1.982	1.733
23333	2.699	1.526	2.642	2.671	3.264	1.999	1.496	2.095	1.296	-0.614	-1.367	-0.299	0.252	0.384	-1.052	0.802	0.776	1.919	-0.614	-0.964	-1.425	0.536	-1.586	-1.129	-0.245	0.137	-0.674	-0.044	2.274	-0.639	-0.46	-0.175	-0.369	1.019	0.42	-0.993	-0.621	-0.43	-1.421	0.147	-0.837	0.424	-0.204	-0.447	0.958	-0.453	-0.901	1.329	0.813	-1.559	-1.039	-0.182
55619	1.768	1.758	1.979	1.819	0.786	1.781	1.722	1.954	3.848	0.033	-0.34	0.09	-0.379	0.827	-0.37	-0.104	1.107	-0.478	-0.07	1.941	-0.4	-0.073	-0.359	-0.223	-0.645	-0.14	-0.403	-0.467	0.258	0.022	-0.217	-0.3	0.035	-0.188	0.543	4.051	-0.088	-0.125	-0.096	-0.364	0.292	-0.052	-0.338	-0.244	-0.337	-0.222	-0.541	0.575	-0.24	0.021	-0.079	0.385
10728	0.705	-0.094	2.362	0.917	1.228	1.205	1.034	1.429	1.37	-3.375	-2.977	0.702	-3.5	-0.984	-4.53	-3.699	0.073	0.566	-3.358	-0.935	0.154	0.037	-2.729	-0.168	2.078	0.04	0.727	0.626	2.91	1.103	-3.095	0.913	-2.921	-3.151	-0.333	-4.325	-0.909	0.487	-4.295	1.637	-5.254	0.709	-3.936	1.067	-3.293	0.316	-0.214	-3.138	-1.8	-2.033	-1.873	-3.82
5891	1.944	1.02	3.6	0.322	1.782	0.937	-0.135	2.657	2.348	-0.022	0.166	-0.12	-0.593	-0.174	-0.171	-0.251	1.355	-0.462	0.475	0.436	0.281	-0.236	-0.24	-0.059	2.53	-0.949	0.035	-0.279	2.049	2.785	-0.208	5.414	0.018	-0.179	0.04	-0.195	-0.696	1.017	-0.168	0.852	-0.745	-0.503	-0.677	-0.212	-0.364	-0.212	0.699	0.223	-0.591	-0.374	-1.625	-1.373
1490	5.792	6.588	7.931	0.494	8.103	0.308	0.154	4.786	7.111	4.045	3.929	-2.107	-1.54	-1.88	-1.368	-0.298	3.684	-1.237	-0.738	-0.555	1.58	8.63	-1.269	-1.108	-1.189	8.274	4.248	-0.232	0.942	-1.825	2.015	6.402	-2.007	-1.687	-1.797	0.276	-1.767	0.042	-1.349	3.197	6.205	-1.006	3.69	-0.775	-0.731	-1.585	2.519	-1.199	-1.676	-0.842	1.387	-2.415
23624	-1.349	-1.081	-1.042	-1.166	-0.939	-1.394	-1.037	-2.249	-0.815	0.384	1.133	1.63	-2.066	0.652	2.055	-0.537	-0.496	1.704	-0.693	-0.343	1.479	2.783	-0.28	-1.23	0.587	-1.004	0.681	0.912	-0.787	-0.352	-0.656	-0.068	-1.405	-1.404	-0.023	2.611	-1.863	1.077	-0.137	1.669	0.257	-0.601	-0.036	0.625	1.092	0.55	-1.73	0.412	0.86	0.827	-0.553	1.748
9532	3.368	3.728	2.793	2.758	5.612	1.065	2.788	5.545	5.448	-1.307	-1.895	-0.762	-1.73	-1.896	-1.971	-0.412	0.396	-0.691	-0.91	7.415	-0.048	-0.017	0.674	-1.487	5.633	3.686	0.796	2.468	1.397	4.968	-1.073	1.374	-0.249	-0.877	-1.051	-1.458	-0.233	-1.352	-1.636	2.067	-1.522	-1.118	-1.594	4.207	-1.047	2.123	-0.503	0.378	-1.159	-2.025	-0.106	-2.045
7048	1.144	1.608	1.81	1.087	2.157	0.75	1.19	3.697	1.844	-0.587	0.077	1.438	-0.253	-1.168	-1.018	-0.277	2.342	0.849	-0.191	-0.475	-1.08	0.832	-0.731	-1.136	1.271	-0.826	-1.044	0.414	3.314	-0.878	-1.025	0.245	-1.056	0.749	-1.088	-1.041	-0.536	-0.428	-1.085	0.657	0.109	1.432	-0.598	2.36	-0.649	1.184	0.428	-1.123	-1.283	-1.174	-1.13	-1.345
10643	-0.042	3.002	6.102	6.179	3.298	4.407	5.168	1.112	4.538	-0.358	-0.526	5.642	-0.215	-0.53	-0.517	0.879	3.318	4.292	-0.112	-0.378	5.543	3.431	-0.478	-0.282	6.669	2.685	6.322	2.479	4.215	-0.377	-0.404	0.933	-0.428	-0.411	-0.377	-0.27	0.425	-0.109	-0.453	4.598	-0.076	-0.101	-0.095	0.113	-0.206	-0.297	-0.313	-0.084	-0.343	-0.257	-0.284	-0.445
22992	-0.415	0.391	-1.012	-0.927	-0.902	-0.536	-0.746	-1.338	-0.744	2.44	-0.337	-0.282	1.624	-0.139	0.353	-0.654	0.085	-0.828	0.537	0.638	-0.033	-0.451	0.619	0.357	0.243	0.06	-0.501	0.688	-0.454	0.293	0.58	-0.457	1.557	0.818	1.226	0.284	-0.273	2.097	0.084	-0.187	0.332	1.099	-0.181	0.003	-0.791	-0.905	-0.396	0.766	-0.386	1.258	-0.866	0.652
131566	0.474	0.242	2.082	0.681	0.186	2.184	1.249	0.681	0.246	-0.046	-0.584	1.058	-0.164	-0.561	-0.414	0.187	0.262	-0.116	-0.044	-0.329	-0.376	0.063	-0.396	-0.589	0.338	-0.055	-0.229	-0.43	2.537	-0.293	0.005	-0.156	0.16	0.393	-1.047	-0.115	-0.279	-0.514	-0.248	-0.016	-0.028	-0.122	-0.165	1.095	-0.427	0.312	-0.329	-0.126	-0.136	-0.055	-0.404	-0.116
10594	1.298	1.149	0.475	0.344	0.99	1.31	1.09	-0.635	0.539	1.066	0.563	0.551	0.398	-1.004	-1.555	0.041	-0.163	-0.478	1.441	-1.64	-0.397	-0.738	0.176	0.281	-0.862	0.327	0.077	-0.393	0.485	-0.204	-0.177	0.06	-0.152	0.628	-0.512	0.29	-0.101	-1.276	-1.036	-0.176	-0.393	-0.649	0.247	0.977	-0.04	-0.191	-0.693	0.129	-0.433	-1.148	-1.254	-0.33
5118	0.052	1.733	2.967	4.868	-0.311	1.078	4.908	1.649	0.742	0.404	-0.104	-0.513	-0.279	0.307	1.291	0.03	-0.43	0.175	1.554	-0.138	0.237	0.621	0.937	-0.194	-0.672	1.025	0.399	-0.494	-0.728	0.994	-0.157	-0.545	0.657	-0.244	0.174	-0.187	-0.769	-0.405	-0.131	-0.702	-0.066	0.306	-0.108	0.21	-0.083	-0.663	-0.989	-0.443	0.062	1.025	-0.442	0.02
4734	4.603	0.215	-0.06	0.635	3.707	-0.066	2.695	2.567	0.069	-0.155	-0.67	-0.082	-0.433	-0.584	2.394	-1.112	-0.891	-0.996	-1.9	-0.257	-1.751	-0.965	-1.376	1.093	-0.832	-1.516	-3.125	-0.835	-0.44	-1.679	-1.023	-1.178	0.114	-1.231	0.042	-0.459	0.359	1.118	0.129	0.894	-0.263	1.747	1.289	0.065	2.477	0.697	-0.699	-0.568	0.818	0.13	-0.774	0.883
2962	0.362	0.734	0.682	0.778	0.907	0.967	-0.28	0.83	0.867	0.431	-0.854	0.323	-0.176	-0.884	0.972	-0.364	-0.223	-1.126	-0.145	-0.273	-0.876	-0.219	0.241	-0.466	0.705	0.159	-0.777	0.593	-1.599	-0.338	-0.083	0.282	-1.693	-0.473	0.343	0.043	-0.077	-0.547	0.806	-0.478	-0.863	-0.888	-0.108	-0.235	-0.35	0.069	-0.41	0.269	0.007	0.65	-0.692	-0.097
6817	-2.453	-1.51	-2.286	-1.694	-2.898	-2.802	-2.142	-2.932	-1.036	1.808	2.882	1.224	0.861	-1	-1.51	-1.055	-0.953	2.188	0.196	2.671	0.753	-0.265	1.489	0.449	-0.283	-1.802	0.245	1.438	-0.783	-2.451	0.114	1.122	-0.034	0.114	-0.998	-1.863	3.327	2.37	0.227	-0.213	0.963	1.226	0.34	-1.085	-0.049	0.487	1.382	-0.263	-0.163	1.781	2.157	0.108
56912	3.429	1.799	2.301	2.459	1.609	2.407	1.486	1.331	-0.093	-0.526	-0.941	-0.726	-0.3	-0.078	-0.57	0.785	1.17	1.013	-0.675	-0.361	-0.314	0.396	-1.548	-0.466	1.157	1.625	0.064	0.397	-0.466	-1.18	0.95	-0.272	0.047	-0.447	0.309	0.175	-1.005	-0.438	0.202	-0.831	-0.072	-0.464	-0.823	1.828	-1.026	0.539	-0.151	-0.187	0.452	-0.656	-0.453	-0.12
5351	2.402	1.538	0.902	1.588	-0.961	2.681	-0.084	1.526	2.274	-0.036	-0.293	-0.834	-0.023	-2.1	2.21	-1.376	1.191	1.645	1.502	-0.343	-0.256	0.434	-0.894	-1.563	0.721	2.392	-0.28	-0.467	-1.351	2.347	-0.807	0.548	-1.344	-1.238	-0.108	-0.955	-0.435	0.328	0.147	-1.329	-0.019	0.679	-0.755	0.283	-0.788	-0.081	0.048	-0.778	-0.677	-1.033	-2.253	-0.646
7844	-1.442	-1.138	-1.49	-0.147	-1.141	-1.732	-0.567	-2.292	-0.082	1.166	0.461	0.589	0.416	0.645	1.347	-0.96	-0.65	-0.514	0.451	0.354	-0.649	-0.14	-0.518	1.229	-1.985	-0.473	-0.794	-0.718	-0.689	0.093	0.188	-1.74	-0.063	-0.067	2.786	0.482	2.18	0.711	1.334	-0.168	0.444	1.897	0.347	-0.823	1.423	0.198	-0.1	-0.485	0.636	1.605	1.294	0.379
9353	-0.654	3.405	2.28	0.422	0.679	0.639	3.284	3.866	0.022	-1.23	-0.555	-0.686	-0.045	-0.646	0.227	0.345	4.537	-0.673	0.367	-0.54	0.034	-0.228	-0.168	-0.404	-0.854	0.38	-0.099	-0.677	0.287	-0.534	-0.303	0.338	0.022	0.553	-0.31	-0.239	-0.512	-0.556	0.202	-0.615	0.377	0.788	-0.188	3.471	1.097	2.289	-0.836	-0.166	-0.895	-0.087	0.196	-0.118
51118	1.127	-0.108	1.293	0.195	1.107	0.13	1.74	1.595	1.293	-0.782	-0.632	-0.125	-0.302	-1.043	0.21	-1.664	-0.134	0.492	-2.054	0.273	-0.888	-1.221	0.878	-0.345	0.762	0.554	-0.85	0.062	1.057	0.527	-1.184	0.332	-0.744	-0.115	0.802	-3.06	-0.788	-0.372	0.127	2.95	-1.2	-1.889	-0.944	1.54	-1.677	0.431	-0.098	-0.21	-1.285	-2.258	-0.605	0.311
57496	-0.593	-0.807	-1.78	-0.835	-1.667	-1.577	-0.288	-1.507	-1.221	0.335	-0.333	-0.671	1.228	2.797	0.801	-0.318	-0.557	1.454	-1.288	0.408	0.856	-2.276	1.12	1.744	0.589	-1.307	0.764	-0.1	-1.242	-0.987	-0.112	0.678	0.071	-0.581	2.456	-0.914	2.787	1.16	0.821	-0.852	-1.67	0.928	-0.076	-2.461	-0.043	-0.526	1.649	0.433	0.715	1.572	0.088	1.259
7433	-1.761	-1.476	-1.205	-1.096	-0.994	-1.409	-0.751	-0.75	-1.263	1.504	2.444	-1.25	0.131	-0.074	0.635	-0.85	-1.199	-1.478	1.513	0.301	0.041	0.313	-1.405	-0.094	-1.493	-0.006	-0.136	-0.572	-0.967	-1.267	2.164	-0.276	-0.647	-0.955	0.735	2.335	0.627	0.169	0.632	1.3	1.17	0.532	0.766	-1.266	0.742	0.508	0.404	1.248	0.619	0.536	2.649	-1.384
5190	-0.931	-1.726	-0.663	-0.395	0.276	-1.004	-1.454	-0.788	-0.937	0.676	0.55	-0.69	1.403	-0.257	0.618	-0.725	-0.577	1.12	-0.605	-0.124	1.133	-0.776	0.773	1.466	-1.231	-0.403	0.478	0.755	0.199	-0.837	0.603	-1.068	-1.145	-1.046	-0.28	0.542	0.971	-0.421	-0.923	-0.297	0.019	-0.577	-0.236	0.447	1.241	0.175	0.443	2.496	0.935	0.943	0.376	0.784
4927	1.814	0.775	1.215	1.064	3.198	2.092	1.074	0.281	-0.514	-0.375	0.627	2.885	-0.067	-0.657	-1.487	-1.088	-0.884	-0.078	-1.409	-1.086	1.387	0.551	-0.408	-0.843	2.15	0.913	2.115	0.274	-0.32	0.552	-0.597	0.809	0.079	-0.791	-1.42	-2.218	-1.051	-1.555	-0.897	-0.671	0.481	-2.358	-0.531	2.049	0.072	1.059	-1.196	-0.457	-0.999	-0.609	-2.349	1.172
79762	-1.717	-1.036	-2.147	-2.029	-2.465	-2.564	-1.029	-1.372	-2.496	1.831	1.191	-2.852	-0.739	0.205	1.432	2.102	0.444	-1.881	1.435	1.776	0.128	0.065	1.449	-2.115	-0.088	0.465	-1.878	-0.41	-2.893	-3.071	1.83	-0.132	-1.64	-2.033	-1.253	1.394	2.006	4.524	2.462	0.494	0.44	5.487	4.916	-0.636	-0.34	-0.564	3.561	0.477	-0.229	6.545	2.435	0.862
2149	-0.475	3.36	1.125	2.977	0.673	2.317	-0.084	3.079	4.544	0.051	-0.451	-0.371	-0.225	-0.122	0.001	0.215	0.069	-0.25	-0.332	-0.189	-0.35	1.63	0.882	0.062	-0.132	-0.081	-0.019	-0.272	0.081	-0.285	-0.421	-0.512	-0.511	-0.385	0.568	1.086	0.058	2.095	-0.15	-0.072	-0.341	-0.267	-0.511	-0.419	1.728	0.579	-0.533	-0.48	-0.402	-0.036	-0.2	1.224
25999	0.941	0.577	1.024	3.601	-0.624	0.194	0.233	0.003	0.84	0.207	-0.648	-0.301	-0.061	-0.444	-0.037	0.168	2.008	-0.956	0.636	-0.231	-0.416	0.446	0.234	0.233	-1.277	0.206	-0.672	-0.398	-0.089	-0.197	0.042	-0.515	0.006	-0.21	0.464	0.093	-0.396	-0.475	-0.252	-0.364	0.198	-0.176	0.055	0.081	-0.125	-0.487	-1.047	0.033	-1.221	-0.087	-0.023	-0.987
7456	-0.015	-0.121	1.025	2.364	0.567	1.787	2.281	2.34	2.47	-0.36	0.477	-0.564	-0.122	-0.559	-0.617	0.904	1.3	-0.325	0.276	-0.08	0.053	1.179	0.356	0.358	-0.377	-0.052	0.101	-0.461	-0.402	-0.179	-0.179	-0.397	0.31	2.155	-0.447	-0.072	-0.264	0.183	-0.42	-0.241	0.194	-0.124	-0.532	1.122	-0.51	0.408	-0.411	-0.208	-0.509	-0.178	-0.064	-0.336
6272	-0.468	-0.407	-0.976	-0.328	-0.183	-0.428	-1.551	-0.356	-1.346	0.411	0.914	1.653	-0.122	-0.332	2.462	-0.547	-0.835	1.544	1.226	-0.018	0.376	-0.041	-1.139	0.349	-0.257	-0.705	0.12	2.341	-0.415	-0.235	-0.096	1.65	-0.061	1.298	-0.078	-0.632	-0.174	0.057	0.133	0.381	0.944	1.337	0.106	-0.198	1.637	1.34	1.14	0.479	0.064	-0.656	0.319	-0.882
6695	4.274	4.795	6.536	6.201	-0.551	-0.086	2.649	2.494	2.645	-0.186	-0.513	0.871	-0.037	1.601	-0.76	-0.162	0.528	-0.617	-0.179	-0.641	-0.666	-0.133	-0.563	-0.019	-1.01	0.311	-0.757	-0.634	0.503	-1.078	-0.992	-0.261	-0.634	0.3	2.253	0.613	0.07	-0.185	-0.592	-0.76	-0.056	-0.028	0.151	0.477	3.227	-0.008	-0.932	-0.476	2.807	-0.199	0.755	-0.566
79703	-1.439	-0.012	-1.832	-1.243	-1.725	-0.97	-1.424	-1.431	-1.325	1.442	0.494	-0.904	1.42	0.965	2.372	-0.172	-1.066	0.314	0.434	-1.021	1.992	0.002	0.221	0.336	-0.534	-0.264	0.404	0.486	-1.771	-0.869	0.334	-0.539	-0.742	-0.214	-0.331	0.657	-0.112	0.164	0.534	-0.357	0.109	-0.404	0.625	0.609	-0.871	-0.799	0.492	-0.801	0.693	2.971	0.205	2.185
9144	-2.857	-3.508	-3.177	-1.455	-1.062	-2.749	-3.103	-1.384	-2.249	2.034	0.774	-2.079	-0.445	0.33	0.92	-0.408	-1.003	-1.27	1.896	-0.306	-1.087	-0.014	-2.183	1.019	0.773	-3.065	-1.278	-0.427	-0.66	0.102	0.054	0.69	1.162	-0.056	-0.82	1.15	3.178	0.135	0.597	-0.291	1.517	0.044	0.472	-1.842	1.078	-0.064	0.694	2.379	0.851	1.898	-0.089	2.915
29116	-2.368	0.675	-0.78	-1.936	-0.439	0.297	-1.883	-1.523	-1.65	0.115	1.269	0.164	1.088	0.14	2.276	-0.665	0.239	-0.518	-0.619	3.856	-0.356	-1.174	1.1	2.714	-0.444	-0.061	-0.684	0.876	-0.829	-0.864	0.754	0.523	0.091	0.503	-0.412	2.601	0.925	0.272	-0.139	0.623	0.003	4.107	-1.185	-0.329	1.055	-0.934	-0.515	-0.323	-0.803	2.2	1.402	-1.069
7045	-0.997	2.2	7.088	6.421	1.637	3.676	-0.042	8.143	8.235	-1.509	0.195	-0.388	-0.379	-2.268	-2.095	4.095	7.659	5.795	-1.036	0.923	3.585	-2.436	4.893	-1.705	3.018	-1.974	4.847	1.152	4.333	-1.698	0.566	-0.167	-0.985	3.205	-2.048	-0.965	-1.598	-1.388	-1.972	1.368	0.099	-1.724	-1.893	6.845	-2.042	5.503	-0.988	-2.521	-0.548	-2.212	-1.447	-2.859
9232	0.697	1.084	1.96	0.798	1.693	0.916	1.162	1.041	0.377	-1.133	-0.388	-0.246	-0.642	-1.049	-0.517	0.916	-0.423	0.087	-0.898	-0.71	0.719	-0.396	0.523	-0.275	0.897	0.254	0.241	1.4	-0.804	0.102	-1.597	-0.412	-2.055	-1.067	0.475	-1.343	-1.859	0.309	-0.77	1.848	-0.869	-1.702	-0.746	0.36	-2.502	-0.189	-0.74	0.954	-0.578	-0.083	-0.058	0.745
10654	-0.254	-3.251	-2.359	-1.559	-1.711	-0.243	0.082	-1.16	-2.956	1.674	-0.761	-0.692	-0.023	1.521	1.14	0.35	-1.565	-0.099	0.816	-0.85	0.406	0.003	-1.204	-0.065	-1.914	0.69	0.443	-0.756	0.123	0.115	-1.013	-0.169	0.071	-0.598	0.58	0.147	-1.628	-1.75	1.132	-0.3	-0.603	0.593	0.056	-1.622	-0.969	-0.455	-0.116	1.214	2.581	1.055	1.586	0.893
2752	-6.544	-4.838	-4.499	-2.243	-4.185	-2.9	-1.906	-0.109	-1.517	2.776	0.461	-5.269	-2.737	2.088	-1.807	-4.28	-2.846	0.257	1.714	4.189	-0.41	1.07	-0.706	3.025	1.586	-1.505	-0.461	0.047	-4.33	-1.297	1.288	-8.314	-5.386	-1.352	2.66	0.427	1.256	0.607	-2.485	0.168	1.091	3.611	1.196	-5.212	0.438	-0.021	1.742	0.297	1.708	0.872	1.026	-0.899
7984	-1.506	-1.595	-1.408	-0.882	-0.931	-1.54	-1.377	-0.859	-1.608	0.163	0.348	1.031	0.431	0.13	0.434	0.889	-1.214	0.398	0.812	-0.48	-0.412	-0.214	0.838	-0.323	-0.697	0.397	-0.582	-0.193	-0.674	0.122	0.233	0.052	-0.107	-0.039	-0.458	0.532	0.096	-0.061	0.188	0.207	-0.631	0.419	-0.218	-0.761	-0.065	0.554	-0.1	-0.801	-0.094	0.428	-0.624	0.194
9771	-0.827	-0.635	-0.938	-0.945	-0.4	-0.073	-0.667	-0.993	-0.601	0.587	1.233	-0.316	0.73	0.242	-0.636	-0.073	-0.182	0.332	0.078	0.552	1.81	-0.075	0.283	-0.545	-0.107	-0.328	1.618	-0.225	-0.188	-0.292	-0.369	0.33	-0.999	-0.221	0.107	1.032	-0.189	0.597	0.299	0.515	0.847	0.322	-0.452	-0.269	1.701	0.138	1.217	-0.715	0.21	0.353	1.152	0.067
5468	1.444	1.919	0.997	1.789	2.207	-0.613	3.797	2.593	1.38	-0.311	-0.091	3.174	-1.252	-1.269	-0.794	-0.144	-0.448	-0.811	-0.353	1.616	-0.39	-0.983	0.866	-0.094	1.602	0.646	-0.841	1.043	0.808	-0.242	-1.155	-1.581	0.602	1.76	-1.877	2.766	-0.582	0.129	-1.697	1.643	0.708	-1.051	-0.126	2.09	-0.697	0.724	-1.032	-0.763	2.896	-1.124	-1.201	-0.815
9397	2.316	0.843	0.241	2.279	1.095	-0.288	0.387	2.742	0.315	-0.713	-0.934	-0.39	-0.783	0.006	-0.144	-0.606	1.896	-0.508	-0.87	-1.191	0.103	-0.587	1.061	-0.227	1.704	-0.086	0.218	-0.682	0.129	-0.046	0.378	0.69	-0.148	-0.113	-0.394	-0.642	-0.295	-0.21	-0.068	-0.573	-0.979	0.196	-1.037	1.289	-0.683	-0.387	-0.256	0.091	1.526	-1.137	-0.496	0.798
5300	1.348	1.272	0.908	1.432	1.192	0.946	-0.337	0.728	0.515	-0.424	-0.907	-0.152	-0.743	-1.193	1.234	-0.429	0.051	0.308	-0.191	-1.858	-0.517	-1.298	0.45	-0.792	0.983	-0.967	-0.584	-0.057	-1.415	-1.133	-1.631	0.737	-1.539	-2.406	1.766	0.451	0.241	0.1	0.487	3.422	-1.225	-1.094	-1.285	0.109	-1.084	0.015	-0.579	-0.757	-1.177	-0.32	0.125	-0.063
55114	1.473	0.587	0.745	0.216	0.698	-0.002	0.56	-0.347	1.796	0.028	0.312	-0.293	0.485	-0.43	-1.154	-0.386	-0.595	0.874	-0.743	-0.368	-0.656	-1.492	0.631	0.423	-0.652	0.23	-0.063	-0.622	-0.742	-0.106	0.082	0.42	0.12	-0.545	0.227	-0.719	1.338	0.516	-0.002	-1.318	-0.282	0.109	-0.918	-0.692	-0.304	-0.693	-0.083	-0.397	-0.165	0.038	-0.55	0.203
5050	1.369	-0.264	-0.308	-1.661	-0.614	-0.806	-2.249	-1.265	-4.234	1.038	-0.229	0.224	0.244	1.598	2.033	-0.355	-0.794	0.587	0.548	0.245	-0.925	0.066	1.353	2.123	-2.095	-0.405	-0.628	-0.15	-0.837	-1.761	1.362	-0.057	-0.837	-0.471	2.412	1.426	0.684	1.557	1.75	1.246	-0.55	-0.251	1.179	-0.45	0.379	-0.526	0.36	0.261	-0.173	1.337	0.628	1.46
8444	0.455	0.401	-0.095	0.486	0.489	1.568	0.643	0.459	0.782	-0.526	-0.75	-0.32	0.03	0.693	-0.515	-0.193	0.053	0.88	-0.012	-1.149	0.35	-0.357	-0.881	0.22	0.13	0.221	0.865	-0.879	-0.816	0.553	-0.513	-0.234	-1.123	-0.596	-0.6	-0.699	-0.847	-0.041	-0.555	-0.103	-0.359	-0.318	0.042	-0.009	-0.527	-0.102	-0.757	-0.277	0.759	0.294	-0.096	-0.393
